web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680016208-166","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","06:00","Mayormente cubierto","18°","22 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-167","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","06:30","Mayormente cubierto","18°","17 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-168","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","07:00","Mayormente cubierto","18°","19 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-169","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","07:30","Mayormente cubierto","18°","17 km/h","59%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-170","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","08:00","Mayormente cubierto","19°","11 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-171","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","08:30","Mayormente cubierto","19°","9 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-172","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","09:00","Mayormente cubierto","19°","11 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-173","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","09:30","Parcialmente cubierto","20°","13 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-174","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","10:00","Parcialmente cubierto","21°","17 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-175","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","10:30","Mayormente cubierto","22°","19 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-176","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","11:00","Mayormente cubierto","21°","22 km/h","46%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-177","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","11:30","Mayormente cubierto","21°","22 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-178","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","12:00","Mayormente cubierto","21°","19 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-179","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","12:30","Mayormente cubierto","22°","20 > 39 km/h","43%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-180","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","13:00","Mayormente cubierto","22°","26 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-181","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","13:30","Mayormente cubierto","22°","26 km/h","46%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-182","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","14:00","Mayormente cubierto","22°","22 km/h","43%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-183","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","14:30","Mayormente cubierto","22°","11 > 35 km/h","46%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-184","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","15:00","Parcialmente cubierto","22°","13 km/h","46%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-185","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","15:30","Parcialmente cubierto","22°","11 km/h","46%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-186","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","16:00","Parcialmente cubierto","21°","13 km/h","53%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-187","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","16:30","Parcialmente cubierto","21°","11 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-188","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","17:00","Mayormente cubierto","21°","7 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-189","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","17:30","Mayormente cubierto","21°","22 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-190","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","18:00","Mayormente cubierto","20°","24 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-191","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","18:30","Mayormente cubierto","20°","13 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-192","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","19:00","Mayormente cubierto","20°","6 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-193","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","19:30","Parcialmente cubierto","19°","7 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-194","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","20:00","Mayormente cubierto","20°","15 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-195","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","20:30","Mayormente cubierto","20°","9 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-196","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","21:00","Mayormente cubierto","20°","7 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-197","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","21:30","Parcialmente cubierto","20°","9 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-198","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","22:00","Parcialmente cubierto","19°","9 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-199","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","22:30","Mayormente cubierto","19°","7 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-200","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","23:00","Parcialmente cubierto","19°","7 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016208-201","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","23:30","Parcialmente cubierto","18°","6 km/h","68%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1680016210-202","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","00:00","Parcialmente cubierto","18°","6 km/h","73%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1680016210-203","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1680016210-204","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","00:30","Mayormente cubierto","18°","7 km/h","68%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1680016210-205","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","01:00","Mayormente cubierto","19°","7 km/h","68%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
